total_num_groups 273
new_group 67
1476 -123.807 41.195
1463 -123.915 41.1954
1483 -123.716 41.1962
1482 -123.723 41.1965
1320 -124.089 41.1971
1481 -123.738 41.1973
1480 -123.76 41.2028
1477 -123.795 41.207
1462 -123.928 41.2072
1479 -123.776 41.2108
1478 -123.783 41.211
1461 -123.942 41.2171
1319 -124.092 41.2182
1318 -124.09 41.2253
1460 -123.948 41.2279
1317 -124.084 41.2317
1459 -123.951 41.2323
1298 -123.751 41.2335
1197 -124.076 41.2353
1196 -124.073 41.2367
1195 -124.073 41.2392
1297 -123.755 41.241
1194 -124.071 41.2451
1458 -123.969 41.25
1193 -124.076 41.2554
1296 -123.757 41.2641
1192 -124.089 41.2713
1457 -123.973 41.2713
1191 -124.089 41.2795
1295 -123.776 41.285
1294 -123.777 41.2858
1456 -123.998 41.2881
1190 -124.082 41.2915
1188 -124.062 41.2919
1293 -123.809 41.2933
1189 -124.075 41.2938
1292 -123.839 41.2965
1291 -123.846 41.3011
1187 -124.054 41.3021
1186 -124.04 41.3108
3258 -124.1 40.2294
new_group 100
2021 -122.313 40.6287
2022 -122.265 40.6409
2023 -122.237 40.644
2024 -122.222 40.6493
2025 -122.2 40.6689
2027 -122.183 40.6702
2026 -122.191 40.6708
2028 -122.168 40.6787
2029 -122.145 40.692
2030 -122.131 40.6975
2031 -122.11 40.6999
2032 -122.098 40.7037
2033 -122.082 40.7175
1887 -122.309 40.7448
2034 -122.071 40.746
2035 -122.063 40.7556
2036 -122.056 40.7589
2037 -122.054 40.7596
2038 -122.035 40.761
2039 -122.02 40.7661
2040 -122.009 40.773
1886 -122.314 40.7778
1825 -122.313 40.7789
2041 -122.004 40.7792
1824 -122.309 40.782
2042 -121.996 40.7858
1823 -122.31 40.787
2043 -121.988 40.7871
1822 -122.313 40.7882
1821 -122.32 40.8023
1820 -122.321 40.8096
1757 -122.315 40.816
1756 -122.318 40.828
1755 -122.326 40.8466
1754 -122.336 40.8617
1753 -122.353 40.8742
1752 -122.362 40.8804
1737 -122.356 41.109
1736 -122.341 41.1179
1735 -122.319 41.1624
1734 -122.307 41.1708
1733 -122.301 41.192
1732 -122.297 41.1951
1731 -122.289 41.2035
1730 -122.277 41.2282
2044 -121.976 40.7867
2045 -121.965 40.796
2046 -121.947 40.7984
2047 -121.939 40.8047
2048 -121.935 40.8122
2049 -121.932 40.8237
2050 -121.932 40.8252
2051 -121.919 40.8446
2052 -121.917 40.8566
2053 -121.908 40.8565
2054 -121.905 40.8668
2055 -121.907 40.8759
2056 -121.881 40.8766
2057 -121.865 40.8826
2058 -121.858 40.8825
2059 -121.847 40.877
2060 -121.826 40.8771
2061 -121.819 40.8771
2062 -121.791 40.8727
2063 -121.77 40.8636
2064 -121.744 40.8631
2065 -121.74 40.8647
2066 -121.735 40.8704
2067 -121.733 40.884
2068 -121.727 40.8872
2069 -122.322 40.6301
2070 -122.36 40.6244
2072 -122.335 40.7092
2073 -122.341 40.6878
2074 -122.349 40.6741
2075 -122.354 40.6523
2076 -122.36 40.6419
2077 -122.359 40.6339
2079 -122.358 40.6182
2080 -122.329 40.6229
2085 -122.357 40.6001
2242 -121.76 40.6874
2243 -121.758 40.6905
2244 -121.749 40.6934
2245 -121.735 40.6902
2246 -121.728 40.695
2247 -121.707 40.7219
2248 -121.698 40.731
2249 -121.681 40.7416
2250 -121.681 40.7464
2251 -121.685 40.7517
2252 -121.693 40.7577
2253 -121.688 40.7669
2254 -121.69 40.7716
2255 -121.692 40.7731
2256 -121.701 40.7828
2257 -121.705 40.7939
2258 -121.701 40.8327
2259 -121.707 40.8641
2260 -121.707 40.8719
new_group 84
1990 -121.222 40.6513
1949 -121.171 40.6553
1950 -121.17 40.6623
1951 -121.178 40.6723
1952 -121.194 40.7058
1953 -121.205 40.7138
1955 -121.227 40.7161
1954 -121.211 40.717
1956 -121.241 40.7256
1957 -121.248 40.7345
1958 -121.246 40.7519
1959 -121.245 40.7637
1960 -121.245 40.7724
1961 -121.25 40.7844
1703 -121.153 40.8723
1702 -121.154 40.8752
1701 -121.166 40.888
1700 -121.174 40.8992
1699 -121.188 40.9029
1698 -121.228 40.9293
1697 -121.232 40.9348
1696 -121.234 40.9393
1695 -121.244 40.9483
1694 -121.25 40.9632
1693 -121.259 40.9681
1692 -121.265 40.9834
1421 -121.208 41.0689
1422 -121.204 41.0706
1420 -121.216 41.0745
1419 -121.236 41.0784
1418 -121.247 41.0804
1423 -121.185 41.0966
1417 -121.262 41.1004
1424 -121.118 41.143
1425 -121.102 41.1546
1428 -121.062 41.1566
1429 -121.031 41.1577
1426 -121.093 41.1581
1427 -121.078 41.1587
1430 -120.968 41.183
1270 -120.969 41.2158
1267 -121.01 41.2176
1260 -121.135 41.2183
1259 -121.144 41.2189
1268 -120.992 41.219
1991 -121.212 40.6588
1992 -121.192 40.6596
2174 -121.035 40.5468
2175 -121.014 40.5635
2176 -121.016 40.5798
2177 -120.988 40.5941
2178 -120.966 40.5977
2179 -120.956 40.6024
2180 -120.952 40.6071
2181 -120.953 40.6153
2182 -120.956 40.6228
2183 -120.957 40.6308
2184 -120.96 40.6356
2185 -120.967 40.6443
2186 -120.967 40.6526
2187 -120.956 40.6694
2188 -120.956 40.6784
2189 -120.958 40.69
2190 -120.953 40.6975
2191 -120.943 40.7064
2192 -120.938 40.7125
2193 -120.931 40.7176
2194 -120.887 40.7194
2195 -120.875 40.7199
2196 -120.856 40.7268
1432 -120.498 41.1903
2215 -121.157 40.6507
2216 -121.114 40.6219
2217 -121.107 40.6199
2218 -121.082 40.5978
2219 -121.07 40.5822
2220 -121.061 40.575
2221 -121.056 40.5688
2222 -121.048 40.5559
2518 -120.975 40.508
2519 -120.919 40.4795
2520 -120.905 40.4693
2521 -120.901 40.466
2522 -120.863 40.4562
new_group 70
1714 -120.674 40.8887
1713 -120.695 40.8967
1831 -120.744 40.9078
1711 -120.488 40.9095
1830 -120.738 40.9162
1607 -120.739 40.9187
1710 -120.501 40.9297
1606 -120.739 40.934
1709 -120.507 40.9439
1708 -120.506 40.9452
1605 -120.769 40.9637
1604 -120.773 40.9708
1603 -120.768 40.9795
1602 -120.771 40.9844
1601 -120.773 40.9863
1600 -120.795 41.0007
1707 -120.484 41.0127
1599 -120.811 41.0169
1598 -120.833 41.0277
1597 -120.84 41.0424
1706 -120.481 41.0471
1760 -120.417 41.0494
1761 -120.407 41.0506
1759 -120.43 41.0515
1521 -120.536 41.0608
1520 -120.546 41.0611
1522 -120.529 41.0627
1758 -120.456 41.0644
1523 -120.52 41.0652
1519 -120.554 41.0661
1442 -120.469 41.0668
1524 -120.478 41.0685
1762 -120.385 41.0697
1764 -120.341 41.0711
1518 -120.562 41.0753
1763 -120.351 41.0756
1517 -120.572 41.0813
1441 -120.469 41.0813
1515 -120.624 41.0873
1514 -120.643 41.0897
1516 -120.604 41.0903
1440 -120.467 41.0919
1509 -120.725 41.0944
1508 -120.733 41.095
1507 -120.739 41.0977
1510 -120.714 41.1
1513 -120.666 41.1022
1511 -120.674 41.1042
1512 -120.673 41.1044
1506 -120.748 41.1071
1439 -120.47 41.1097
1505 -120.776 41.1143
1504 -120.789 41.12
1438 -120.477 41.1212
1437 -120.481 41.1247
1503 -120.796 41.1282
1436 -120.492 41.1342
1502 -120.807 41.1342
1501 -120.808 41.1431
1435 -120.5 41.1444
1500 -120.809 41.1511
1434 -120.504 41.1532
1499 -120.812 41.156
1433 -120.499 41.1658
1498 -120.824 41.1659
1497 -120.837 41.1817
1496 -120.846 41.1882
2523 -120.832 40.453
2825 -120.84 40.3774
2826 -120.834 40.381
new_group 69
2355 -124.085 40.5033
2356 -124.095 40.5127
2438 -123.999 40.5183
2439 -123.983 40.5188
2437 -124.007 40.5199
2436 -124.02 40.5303
2435 -124.027 40.5345
2434 -124.036 40.5395
2433 -124.086 40.5539
2432 -124.098 40.5609
1816 -124.099 40.8048
1815 -124.073 40.8201
1814 -124.069 40.8243
1813 -124.062 40.8265
1812 -124.057 40.8377
1811 -124.059 40.8577
1705 -124.068 40.872
1704 -124.066 40.8842
1663 -124.066 40.8895
1662 -124.067 40.8969
1611 -123.96 40.8971
1612 -123.946 40.898
1613 -123.93 40.9029
1642 -123.764 40.904
1629 -123.811 40.9056
1660 -124 40.9057
1630 -123.792 40.9072
1628 -123.815 40.9076
1641 -123.774 40.9086
1644 -123.748 40.9087
1643 -123.755 40.9089
1646 -123.734 40.9091
1614 -123.92 40.9093
1631 -123.79 40.9097
1645 -123.746 40.9125
1610 -124.074 40.9132
1647 -123.724 40.9134
1640 -123.774 40.9144
1632 -123.797 40.9154
1615 -123.913 40.916
1639 -123.774 40.9171
1627 -123.81 40.9173
1633 -123.792 40.9196
1626 -123.82 40.9206
1659 -124.033 40.9233
1634 -123.792 40.9235
1609 -124.081 40.9249
1635 -123.798 40.9252
1657 -124.053 40.9254
1617 -123.892 40.9256
1658 -124.045 40.9259
1625 -123.821 40.9263
1638 -123.779 40.9271
1618 -123.888 40.9274
1636 -123.799 40.9281
1637 -123.786 40.9289
1623 -123.846 40.9306
1624 -123.829 40.9317
1616 -123.899 40.9332
1622 -123.851 40.9342
1608 -124.09 40.9348
1590 -124.1 40.942
1619 -123.886 40.945
1620 -123.883 40.9477
1621 -123.873 40.9484
1543 -124.097 40.9633
1542 -124.093 40.9813
2881 -124.094 40.2704
3259 -124.094 40.2197
new_group 73
1648 -123.717 40.9127
1649 -123.709 40.9148
1650 -123.7 40.9133
1651 -123.691 40.9244
1652 -123.665 40.9421
1653 -123.661 40.9495
1654 -123.653 40.9536
1655 -123.651 40.954
1656 -123.646 40.9548
1681 -123.623 40.9399
1682 -123.618 40.9235
1683 -123.603 40.8987
1684 -123.577 40.8955
1685 -123.565 40.9006
1686 -123.553 40.8958
1687 -123.523 40.8789
1668 -123.519 40.8763
1669 -123.513 40.8857
1670 -123.502 40.8939
1671 -123.49 40.8946
1851 -123.489 40.8628
1852 -123.484 40.8588
1854 -123.484 40.837
1853 -123.483 40.8529
1855 -123.475 40.8215
1672 -123.472 40.8907
1673 -123.467 40.891
1674 -123.459 40.9002
1856 -123.449 40.7995
2113 -123.442 40.6226
1675 -123.442 40.9095
2114 -123.434 40.6233
1676 -123.429 40.9137
1857 -123.422 40.7933
2115 -123.418 40.6309
1858 -123.417 40.7936
1859 -123.414 40.7937
1677 -123.412 40.9265
1860 -123.403 40.8009
1861 -123.397 40.8026
1678 -123.395 40.9427
1679 -123.391 40.9468
2116 -123.382 40.634
1680 -123.381 40.9513
1862 -123.376 40.8015
2459 -123.706 40.4759
2460 -123.689 40.4645
2461 -123.677 40.4465
2462 -123.67 40.4433
2463 -123.658 40.4463
2464 -123.643 40.4532
2465 -123.64 40.4651
2466 -123.642 40.4772
2467 -123.643 40.478
2468 -123.636 40.4858
2469 -123.62 40.4863
2470 -123.61 40.495
2471 -123.595 40.4937
2472 -123.575 40.4903
2473 -123.517 40.4666
2474 -123.498 40.4634
2475 -123.497 40.4632
2476 -123.488 40.4599
2477 -123.481 40.4537
2478 -123.472 40.4386
2479 -123.466 40.4375
2589 -123.459 40.4364
2590 -123.456 40.4293
2591 -123.443 40.4225
2592 -123.432 40.412
2593 -123.427 40.4042
2594 -123.397 40.3962
2595 -123.366 40.3855
new_group 101
2271 -120.45 40.6746
2268 -120.416 40.6761
2267 -120.406 40.6826
2289 -120.648 40.687
2266 -120.397 40.6889
2202 -120.794 40.6901
2203 -120.788 40.694
2201 -120.796 40.6971
2207 -120.755 40.6995
2206 -120.77 40.6999
2265 -120.394 40.7007
2204 -120.781 40.7016
2205 -120.781 40.7023
2208 -120.752 40.7026
2288 -120.661 40.7054
2211 -120.739 40.7072
2212 -120.734 40.7081
2209 -120.751 40.7113
2210 -120.747 40.7124
2264 -120.379 40.7126
2200 -120.793 40.713
2213 -120.725 40.718
2287 -120.663 40.7241
2263 -120.37 40.7259
2286 -120.669 40.7296
2413 -120.297 40.7296
2199 -120.801 40.7313
2198 -120.809 40.7328
2197 -120.823 40.733
2285 -120.692 40.7384
2214 -120.711 40.7437
2284 -120.704 40.7473
1840 -120.705 40.75
2262 -120.361 40.7601
2261 -120.344 40.7657
1839 -120.713 40.7695
1838 -120.719 40.778
1837 -120.719 40.7876
1836 -120.716 40.8004
1818 -120.347 40.8054
1835 -120.717 40.8075
1800 -120.353 40.8109
1720 -120.559 40.8256
1721 -120.549 40.826
1722 -120.54 40.8302
1719 -120.582 40.8308
1810 -120.382 40.8324
1807 -120.354 40.8382
1718 -120.599 40.8401
1723 -120.526 40.8423
1717 -120.61 40.8426
1834 -120.741 40.8447
1724 -120.498 40.8517
1809 -120.429 40.8599
1833 -120.75 40.8618
1808 -120.445 40.8633
1725 -120.468 40.8673
1712 -120.459 40.8717
1832 -120.753 40.874
1801 -120.451 40.8748
1802 -120.448 40.8786
1803 -120.443 40.8789
1806 -120.355 40.8793
1716 -120.654 40.8807
1805 -120.357 40.8826
1804 -120.435 40.8829
1715 -120.666 40.884
2414 -120.279 40.6851
2415 -120.27 40.673
2513 -120.656 40.4296
2514 -120.746 40.4224
2515 -120.72 40.4266
2516 -120.678 40.4379
2517 -120.67 40.4371
2524 -120.808 40.4411
2525 -120.787 40.4391
2526 -120.765 40.4295
2527 -120.753 40.4273
2827 -120.823 40.3819
2828 -120.822 40.3823
2829 -120.796 40.3914
2830 -120.78 40.4009
2831 -120.76 40.4181
2850 -120.688 40.3735
2851 -120.704 40.3643
2852 -120.713 40.3456
2853 -120.734 40.3305
2854 -120.734 40.327
2855 -120.73 40.3166
2856 -120.729 40.3128
2857 -120.73 40.2963
2858 -120.743 40.2674
2859 -120.743 40.2599
2860 -120.739 40.2518
3055 -120.73 40.2539
3056 -120.72 40.2518
3057 -120.706 40.2454
3058 -120.694 40.2433
3059 -120.683 40.2458
3060 -120.676 40.2449
3061 -120.662 40.2371
new_group 78
2117 -123.355 40.6246
2118 -123.34 40.6264
2596 -123.336 40.3795
2119 -123.33 40.6254
2597 -123.33 40.3773
2598 -123.328 40.3765
2120 -123.316 40.629
2599 -123.315 40.3766
2121 -123.298 40.6204
1868 -123.295 40.7784
2122 -123.293 40.613
2123 -123.29 40.609
2600 -123.289 40.3862
2124 -123.283 40.6058
1869 -123.28 40.7722
1870 -123.277 40.7684
2601 -123.269 40.3961
1871 -123.268 40.7575
2125 -123.265 40.6064
2602 -123.257 40.4094
2126 -123.251 40.5907
1872 -123.245 40.7481
2603 -123.243 40.4077
1873 -123.237 40.7467
2604 -123.231 40.4107
2127 -123.23 40.5768
2128 -123.225 40.567
2605 -123.216 40.4246
1874 -123.212 40.751
2129 -123.212 40.5634
2606 -123.207 40.4427
2608 -123.207 40.4534
2607 -123.207 40.4438
1875 -123.203 40.7513
1876 -123.194 40.7465
2609 -123.192 40.4646
2130 -123.184 40.5598
2392 -123.183 40.5481
1877 -123.182 40.7495
2131 -123.181 40.5592
2391 -123.176 40.5382
2132 -123.171 40.5632
2656 -123.17 40.4303
2390 -123.169 40.5161
2657 -123.168 40.4263
2387 -123.163 40.4745
2133 -123.163 40.5603
2655 -123.158 40.4329
2388 -123.157 40.4831
2389 -123.155 40.4917
2652 -123.155 40.4638
2654 -123.153 40.4385
2653 -123.152 40.4436
2658 -123.149 40.4217
1878 -123.148 40.7657
2134 -123.148 40.5591
2135 -123.14 40.5605
1879 -123.136 40.774
2659 -123.134 40.4146
1880 -123.134 40.7755
2136 -123.126 40.5661
2660 -123.123 40.3982
2661 -123.119 40.3966
2137 -123.102 40.5666
2662 -123.098 40.4006
2138 -123.094 40.579
2663 -123.092 40.4019
3100 -123.354 40.3268
3101 -123.335 40.3082
3102 -123.324 40.2906
3103 -123.313 40.28
3104 -123.311 40.2613
3105 -123.296 40.2443
3106 -123.292 40.2342
3107 -123.288 40.2251
3108 -123.276 40.2138
3109 -123.246 40.1937
3110 -123.217 40.1633
new_group 71
3563 -122.955 39.9584
3555 -123.03 39.9658
3554 -123.045 39.982
3553 -123.06 39.9866
3552 -123.062 39.9881
3551 -123.066 39.9942
3550 -123.072 39.9977
3549 -123.074 40
2979 -122.828 40.3368
2978 -122.838 40.3445
2977 -122.849 40.3549
2976 -122.862 40.3636
2676 -122.901 40.3678
2622 -122.881 40.3696
2671 -122.95 40.3729
2672 -122.948 40.373
2673 -122.941 40.3734
2623 -122.877 40.3742
2670 -122.962 40.3754
2626 -122.853 40.3764
2627 -122.848 40.3768
2674 -122.924 40.3775
2675 -122.914 40.3776
2669 -122.97 40.3786
2625 -122.862 40.3789
2624 -122.869 40.379
2628 -122.842 40.3798
2666 -123.041 40.3892
2668 -122.985 40.3899
2665 -123.05 40.391
2629 -122.838 40.3915
2667 -123.001 40.3954
2630 -122.829 40.3964
2664 -123.078 40.4018
2142 -123.041 40.5861
2141 -123.049 40.5863
2143 -123.041 40.5864
2139 -123.071 40.5915
2140 -123.064 40.5917
2144 -123.013 40.6015
2145 -123.005 40.6024
2146 -122.998 40.6101
2147 -122.985 40.6109
2148 -122.984 40.613
2155 -122.931 40.6222
2154 -122.937 40.6234
2149 -122.993 40.6235
2156 -122.931 40.6243
2157 -122.93 40.6254
2151 -122.975 40.6256
2150 -122.993 40.626
2153 -122.946 40.6332
2152 -122.953 40.6338
2158 -122.942 40.6475
2159 -122.94 40.6524
1889 -123.04 40.7359
1888 -123.046 40.7401
1890 -123.015 40.7417
1891 -122.979 40.7476
1841 -123.051 40.7492
1892 -122.966 40.7545
1842 -123.043 40.7555
1885 -123.058 40.7622
1843 -123.039 40.7649
1884 -123.063 40.768
1883 -123.074 40.7743
1844 -123.038 40.7757
3740 -123.031 39.8063
3741 -123.041 39.8095
3742 -123.056 39.8123
3743 -123.065 39.8155
new_group 71
2998 -122.54 40.2825
2997 -122.554 40.2843
2994 -122.609 40.2983
2993 -122.615 40.2998
2996 -122.589 40.3001
2995 -122.591 40.3009
2992 -122.617 40.3048
2991 -122.621 40.3086
2989 -122.673 40.3098
2990 -122.648 40.3116
2988 -122.694 40.3121
2986 -122.721 40.3145
2987 -122.705 40.3184
2983 -122.748 40.319
2984 -122.738 40.3208
2985 -122.732 40.3219
2982 -122.78 40.3301
2981 -122.794 40.3307
2980 -122.809 40.3349
2631 -122.809 40.3954
2632 -122.781 40.4052
2633 -122.77 40.4104
2634 -122.757 40.4292
2637 -122.736 40.4298
2638 -122.728 40.4315
2635 -122.755 40.4318
2636 -122.747 40.4322
2639 -122.718 40.4368
2640 -122.709 40.438
2643 -122.655 40.4489
2641 -122.697 40.4489
2644 -122.65 40.4503
2642 -122.68 40.4558
2645 -122.632 40.4602
2646 -122.621 40.4714
2647 -122.62 40.4718
2648 -122.611 40.4854
2649 -122.592 40.4867
2650 -122.556 40.4961
2651 -122.547 40.4993
2341 -122.541 40.5038
2096 -122.553 40.6395
2001 -122.73 40.6422
2002 -122.724 40.6437
2000 -122.736 40.6448
2003 -122.722 40.6479
2004 -122.72 40.6519
2005 -122.712 40.6553
2006 -122.701 40.657
2095 -122.577 40.6607
1999 -122.743 40.6614
2094 -122.586 40.6627
2093 -122.613 40.6632
1998 -122.751 40.6665
1997 -122.764 40.6672
2007 -122.693 40.6678
1995 -122.794 40.6715
1996 -122.773 40.6736
2092 -122.622 40.6741
2008 -122.691 40.6745
2009 -122.685 40.6772
2010 -122.667 40.6788
1930 -122.636 40.6797
1994 -122.808 40.6808
2011 -122.657 40.6814
2012 -122.644 40.6819
1993 -122.822 40.6839
3693 -122.817 39.8307
3694 -122.804 39.8237
3695 -122.799 39.8244
3696 -122.796 39.8266
new_group 76
2097 -122.54 40.6342
2537 -122.535 40.4775
2342 -122.531 40.5103
2343 -122.527 40.5174
2098 -122.519 40.6287
2344 -122.517 40.5199
2538 -122.515 40.4481
2540 -122.513 40.4216
2539 -122.512 40.4402
2541 -122.509 40.4133
2999 -122.508 40.284
2345 -122.506 40.5255
2099 -122.504 40.6175
2100 -122.503 40.6171
2542 -122.501 40.4069
2101 -122.492 40.6136
3000 -122.486 40.2865
3001 -122.482 40.2846
3002 -122.48 40.2717
2543 -122.479 40.3991
2346 -122.476 40.5287
2544 -122.475 40.399
2102 -122.474 40.6003
2347 -122.471 40.5313
2348 -122.466 40.5444
3003 -122.461 40.2694
2349 -122.46 40.5501
2350 -122.451 40.5547
2103 -122.45 40.5976
2351 -122.445 40.561
2104 -122.428 40.5907
2352 -122.428 40.5669
2353 -122.424 40.5747
2354 -122.421 40.576
2105 -122.406 40.5938
2106 -122.395 40.5884
2091 -122.394 40.5925
2545 -122.393 40.3974
2488 -122.389 40.5497
2487 -122.389 40.5658
2090 -122.387 40.5917
2238 -121.817 40.6516
2239 -121.793 40.6674
2240 -121.777 40.6693
2241 -121.766 40.6771
3004 -122.456 40.2647
3005 -122.455 40.2598
3006 -122.455 40.24
3007 -122.45 40.2371
3008 -122.433 40.2386
3009 -122.407 40.2356
3010 -122.393 40.2313
3210 -122.386 40.1036
3211 -122.397 40.1021
3212 -122.408 40.1007
3213 -122.424 40.1051
3214 -122.435 40.1043
3215 -122.451 40.0952
3216 -122.461 40.0944
3217 -122.474 40.0844
3218 -122.484 40.0738
3219 -122.492 40.0697
3220 -122.505 40.0686
3330 -122.51 40.0463
3331 -122.521 40.0359
3492 -122.534 39.8899
3493 -122.519 39.8921
3494 -122.502 39.9038
3495 -122.484 39.9137
3496 -122.471 39.9183
3497 -122.441 39.9212
3498 -122.433 39.921
3499 -122.428 39.9221
3500 -122.414 39.9332
3501 -122.4 39.9363
3502 -122.385 39.9447
new_group 104
2290 -120.654 40.6546
2291 -120.652 40.6487
2532 -120.651 40.4153
2533 -120.649 40.4071
2292 -120.647 40.6453
2512 -120.647 40.4235
2511 -120.644 40.4282
2297 -120.641 40.5891
2293 -120.639 40.6395
2295 -120.637 40.6142
2296 -120.635 40.5982
2528 -120.635 40.4198
2294 -120.635 40.6339
2298 -120.634 40.5706
2299 -120.627 40.5617
2510 -120.626 40.4452
2530 -120.619 40.4162
2509 -120.615 40.4598
2300 -120.615 40.5504
2508 -120.609 40.4749
2531 -120.609 40.4088
2547 -120.606 40.4036
2507 -120.605 40.4778
2506 -120.602 40.4777
2505 -120.601 40.4774
2534 -120.597 40.4067
2283 -120.593 40.5381
2548 -120.586 40.3924
2504 -120.585 40.4691
2494 -120.582 40.5296
2610 -120.581 40.396
2282 -120.577 40.5506
2503 -120.577 40.4682
2765 -120.577 40.3877
2495 -120.569 40.5248
2502 -120.569 40.4724
2766 -120.565 40.3787
2496 -120.564 40.5151
2501 -120.561 40.4738
2497 -120.555 40.5088
2281 -120.554 40.5583
2500 -120.553 40.4814
2767 -120.55 40.3643
2768 -120.547 40.3519
2498 -120.546 40.4983
2280 -120.541 40.5678
2769 -120.538 40.3453
2499 -120.536 40.4925
2279 -120.528 40.5866
2611 -120.528 40.3855
2770 -120.527 40.329
2278 -120.514 40.6134
2277 -120.503 40.6213
2771 -120.493 40.3038
2276 -120.492 40.6251
2612 -120.491 40.3894
2275 -120.486 40.6292
2273 -120.473 40.6699
2274 -120.473 40.6578
2272 -120.47 40.6725
2613 -120.467 40.3855
2270 -120.437 40.6711
2614 -120.434 40.3767
2269 -120.431 40.6713
2615 -120.428 40.3768
2616 -120.398 40.377
2617 -120.39 40.3759
2847 -120.643 40.3998
2848 -120.644 40.3943
2849 -120.648 40.3893
3050 -120.478 40.2931
3051 -120.455 40.2621
3052 -120.404 40.2127
3053 -120.394 40.2044
3062 -120.649 40.2348
3063 -120.623 40.2136
3064 -120.616 40.2101
3065 -120.604 40.2087
3066 -120.597 40.2063
3067 -120.592 40.2048
3068 -120.573 40.2043
3069 -120.565 40.2016
3070 -120.559 40.1954
3071 -120.56 40.1773
3072 -120.554 40.1722
3073 -120.544 40.1671
3074 -120.534 40.1665
3075 -120.527 40.1693
3076 -120.518 40.1854
3077 -120.509 40.1923
3078 -120.502 40.1942
3079 -120.5 40.206
3080 -120.499 40.2155
3081 -120.481 40.223
3082 -120.482 40.2308
3083 -120.493 40.2434
3084 -120.515 40.2553
3085 -120.52 40.2642
3086 -120.523 40.2744
3087 -120.52 40.2823
3088 -120.513 40.2864
3089 -120.499 40.2899
3090 -120.495 40.2937
3091 -120.494 40.299
new_group 90
2618 -120.385 40.393
2619 -120.381 40.3961
2620 -120.337 40.3886
2621 -120.318 40.3873
2552 -120.302 40.3929
2553 -120.3 40.3907
2551 -120.3 40.3994
2772 -120.296 40.3844
2773 -120.286 40.3785
2550 -120.282 40.4132
2549 -120.275 40.4432
2774 -120.272 40.3769
2393 -120.27 40.4516
2424 -120.267 40.4562
2416 -120.264 40.6659
2423 -120.254 40.5454
2394 -120.253 40.4553
2422 -120.25 40.5573
2421 -120.247 40.5669
2417 -120.247 40.6532
2420 -120.243 40.613
2775 -120.239 40.3791
2395 -120.238 40.4665
2418 -120.237 40.6402
2396 -120.236 40.4769
2419 -120.236 40.6293
2776 -120.228 40.3755
2777 -120.228 40.363
2397 -120.227 40.4849
2398 -120.211 40.4911
2778 -120.194 40.3624
2399 -120.181 40.4951
2400 -120.163 40.4992
2401 -120.132 40.4995
2402 -120.124 40.4995
2403 -120.107 40.503
2404 -120.092 40.5039
2405 -120.074 40.5019
2406 -120.068 40.5026
2407 -120.061 40.508
2408 -120.056 40.5183
2409 -120.041 40.5272
2410 -120.035 40.5367
2411 -120.013 40.5552
2412 -120.003 40.5578
2779 -120.186 40.3601
2780 -120.178 40.3478
2781 -120.179 40.3423
2782 -120.181 40.3294
2783 -120.178 40.3231
2784 -120.172 40.3178
2785 -120.144 40.3059
2786 -120.124 40.2994
2787 -120.108 40.2969
2839 -120.091 40.2924
2840 -120.08 40.2872
2841 -120.071 40.2806
2842 -120.06 40.2777
2843 -120.034 40.2764
2844 -120 40.2633
2845 -119.994 40.2611
2846 -119.989 40.26
3054 -120.368 40.1838
3131 -120.107 40.2729
3132 -120.109 40.1747
3133 -120.11 40.1712
3134 -120.112 40.1595
3135 -120.121 40.1576
3349 -120.359 40.1809
3350 -120.261 40.1501
3351 -120.23 40.1323
3352 -120.213 40.1251
3353 -120.174 40.1078
3354 -120.147 40.0928
3355 -120.124 40.0711
3356 -120.099 40.0414
3357 -120.099 40.0395
3358 -120.094 40.0203
3359 -120.085 40
3452 -120.034 39.9532
3453 -120.024 39.9575
3454 -120.003 39.9634
3455 -120 39.9633
3650 -120.384 39.8208
3680 -120.368 39.8195
3681 -120.363 39.8169
3682 -120.337 39.8171
3683 -120.313 39.8094
3684 -120.188 39.807
3685 -120.173 39.8037
new_group 85
2372 -121.524 40.5705
2572 -121.524 40.4677
2373 -121.522 40.5781
2573 -121.521 40.4646
2571 -121.521 40.4714
2586 -121.52 40.3898
2577 -121.519 40.4523
2570 -121.518 40.4766
2585 -121.516 40.4001
2167 -121.515 40.6139
2374 -121.515 40.5755
2576 -121.513 40.4517
2574 -121.513 40.4618
2790 -121.512 40.3714
2575 -121.511 40.4547
2569 -121.507 40.4773
2568 -121.504 40.4825
2375 -121.503 40.5604
2567 -121.5 40.4834
2566 -121.494 40.4807
2791 -121.492 40.3713
2565 -121.491 40.4712
2564 -121.487 40.4723
2376 -121.487 40.5561
2377 -121.483 40.5526
2378 -121.481 40.5401
2563 -121.478 40.4836
2379 -121.478 40.5361
2562 -121.474 40.4859
2792 -121.473 40.3554
2166 -121.472 40.6346
2558 -121.471 40.4748
2380 -121.47 40.5315
2561 -121.468 40.4852
2559 -121.466 40.4768
2560 -121.465 40.4833
2557 -121.465 40.4707
2793 -121.462 40.3373
2165 -121.46 40.6584
2381 -121.458 40.5246
2794 -121.457 40.3325
2556 -121.454 40.4705
2382 -121.45 40.5178
3148 -121.449 40.2656
3147 -121.444 40.2726
2555 -121.443 40.4728
2795 -121.434 40.3287
2554 -121.431 40.4776
2796 -121.428 40.3264
3146 -121.425 40.2796
